date,outbound_discharge_m3s,valid_outlet_segments
2013-07-15,259.453,154
2013-07-16,258.953,154
2013-07-17,258.453,154
2013-07-18,257.938,154
2013-07-19,257.438,154
2013-07-20,257.031,154
2013-07-21,256.703,154
2013-07-22,256.406,154
2013-07-23,256.141,154
2013-07-24,255.797,154
2013-07-25,255.422,154
2013-07-26,255.000,154
2013-07-27,254.688,154
2013-07-28,254.266,154
2013-07-29,253.922,154
2013-07-30,253.500,154
2013-07-31,253.094,154
2013-08-01,252.781,154
2013-08-02,252.250,154
2013-08-03,251.875,154
2013-08-04,251.562,154
2013-08-05,251.219,154
2013-08-06,250.875,154
2013-08-07,250.453,154
2013-08-08,250.078,154
2013-08-09,249.688,154
2013-08-10,249.406,154
2013-08-11,249.047,154
2013-08-12,248.688,154
2013-08-13,248.188,154
2013-08-14,247.922,154
2013-08-15,247.562,154
2013-08-16,247.234,154
2013-08-17,246.906,154
2013-08-18,246.516,154
2013-08-19,246.203,154
2013-08-20,245.891,154
2013-08-21,245.562,154
2013-08-22,245.234,154
2013-08-23,244.906,154
2013-08-24,244.375,154
2013-08-25,244.000,154
2013-08-26,243.750,154
2013-08-27,243.406,154
2013-08-28,243.125,154
2013-08-29,242.750,154
2013-08-30,242.422,154
2013-08-31,242.016,154
2013-09-01,241.703,154
2013-09-02,241.406,154
2013-09-03,241.109,154
2013-09-04,240.828,154
2013-09-05,240.516,154
2013-09-06,240.203,154
2013-09-07,239.906,154
2013-09-08,239.609,154
2013-09-09,239.250,154
2013-09-10,239.000,154
2013-09-11,238.625,154
2013-09-12,238.359,154
2013-09-13,238.047,154
2013-09-14,237.656,154
2013-09-15,237.312,154
2013-09-16,236.938,154
2013-09-17,236.656,154
2013-09-18,236.328,154
2013-09-19,235.969,154
2013-09-20,235.680,154
2013-09-21,235.367,154
2013-09-22,235.047,154
2013-09-23,234.727,154
2013-09-24,234.398,154
2013-09-25,234.102,154
2013-09-26,233.711,154
2013-09-27,233.398,154
2013-09-28,233.094,154
2013-09-29,232.711,154
2013-09-30,232.289,154
2013-10-01,231.984,154
2013-10-02,231.641,154
2013-10-03,231.266,154
2013-10-04,231.156,154
2013-10-05,230.875,154
2013-10-06,230.586,154
2013-10-07,230.266,154
2013-10-08,229.945,154
2013-10-09,229.672,154
2013-10-10,229.188,154
2013-10-11,229.070,154
2013-10-12,228.641,154
2013-10-13,228.508,154
2013-10-14,228.875,154
2013-10-15,229.125,154
2013-10-16,229.531,154
2013-10-17,235.391,154
2013-10-18,247.133,154
2013-10-19,246.195,154
2013-10-20,242.734,154
2013-10-21,239.078,154
2013-10-22,236.047,154
2013-10-23,233.797,154
2013-10-24,232.062,154
2013-10-25,230.750,154
2013-10-26,229.945,154
2013-10-27,229.414,154
2013-10-28,228.688,154
2013-10-29,228.008,154
2013-10-30,227.922,154
2013-10-31,228.016,154
2013-11-01,228.289,154
2013-11-02,228.109,154
2013-11-03,228.516,154
2013-11-04,229.219,154
2013-11-05,229.422,154
2013-11-06,229.039,154
2013-11-07,228.352,154
2013-11-08,227.609,154
2013-11-09,226.953,154
2013-11-10,226.336,154
2013-11-11,225.695,154
2013-11-12,225.086,154
2013-11-13,224.453,154
2013-11-14,223.773,154
2013-11-15,223.062,154
2013-11-16,222.734,154
2013-11-17,222.703,154
2013-11-18,222.812,154
2013-11-19,222.953,154
2013-11-20,222.844,154
2013-11-21,223.891,154
2013-11-22,225.125,154
2013-11-23,225.141,154
2013-11-24,224.172,154
2013-11-25,223.172,154
2013-11-26,222.484,154
2013-11-27,222.156,154
2013-11-28,221.844,154
2013-11-29,221.562,154
2013-11-30,221.031,154
2013-12-01,220.625,154
2013-12-02,220.172,154
2013-12-03,219.609,154
2013-12-04,219.172,154
2013-12-05,218.625,154
2013-12-06,218.297,154
2013-12-07,217.859,154
2013-12-08,217.719,154
2013-12-09,217.312,154
2013-12-10,268.391,154
2013-12-11,304.359,154
2013-12-12,292.859,154
2013-12-13,278.719,154
2013-12-14,265.938,154
2013-12-15,256.781,154
2013-12-16,250.781,154
2013-12-17,247.281,154
2013-12-18,244.344,154
2013-12-19,242.844,154
2013-12-20,241.578,154
2013-12-21,240.609,154
2013-12-22,238.406,154
2013-12-23,236.266,154
2013-12-24,235.016,154
2013-12-25,235.312,154
2013-12-26,235.094,154
2013-12-27,233.094,154
2013-12-28,230.266,154
2013-12-29,228.609,154
2013-12-30,229.438,154
2013-12-31,233.359,154
2014-01-01,233.953,154
2014-01-02,233.656,154
2014-01-03,232.188,154
2014-01-04,230.422,154
2014-01-05,232.031,154
2014-01-06,234.688,154
2014-01-07,234.203,154
2014-01-08,233.703,154
2014-01-09,234.031,154
2014-01-10,235.031,154
2014-01-11,237.141,154
2014-01-12,236.500,154
2014-01-13,235.250,154
2014-01-14,236.156,154
2014-01-15,240.969,154
2014-01-16,249.016,154
2014-01-17,254.219,154
2014-01-18,257.406,154
2014-01-19,257.609,154
2014-01-20,260.438,154
2014-01-21,268.656,154
2014-01-22,276.875,154
2014-01-23,285.375,154
2014-01-24,294.656,154
2014-01-25,300.812,154
2014-01-26,317.312,154
2014-01-27,337.531,154
2014-01-28,342.562,154
2014-01-29,342.375,154
2014-01-30,333.438,154
2014-01-31,327.469,154
2014-02-01,323.594,154
2014-02-02,318.844,154
2014-02-03,314.719,154
2014-02-04,315.812,154
2014-02-05,319.156,154
2014-02-06,316.469,154
2014-02-07,311.719,154
2014-02-08,311.750,154
2014-02-09,310.625,154
2014-02-10,306.594,154
2014-02-11,303.156,154
2014-02-12,300.656,154
2014-02-13,299.062,154
2014-02-14,303.594,154
2014-02-15,315.594,154
2014-02-16,323.219,154
2014-02-17,323.438,154
2014-02-18,327.094,154
2014-02-19,335.938,154
2014-02-20,348.781,154
2014-02-21,365.438,154
2014-02-22,403.250,154
2014-02-23,480.156,154
2014-02-24,647.688,154
2014-02-25,882.156,154
2014-02-26,952.938,154
2014-02-27,953.344,154
2014-02-28,936.781,154
2014-03-01,899.750,154
2014-03-02,858.844,154
2014-03-03,828.500,154
2014-03-04,837.375,154
2014-03-05,833.188,154
2014-03-06,806.531,154
2014-03-07,776.969,154
2014-03-08,764.062,154
2014-03-09,754.500,154
2014-03-10,731.531,154
2014-03-11,713.594,154
2014-03-12,719.844,154
2014-03-13,735.000,154
2014-03-14,733.188,154
2014-03-15,720.094,154
2014-03-16,704.000,154
2014-03-17,684.625,154
2014-03-18,657.844,154
2014-03-19,636.688,154
2014-03-20,628.969,154
2014-03-21,632.281,154
2014-03-22,660.188,154
2014-03-23,730.719,154
2014-03-24,757.562,154
2014-03-25,730.812,154
2014-03-26,717.562,154
2014-03-27,725.312,154
2014-03-28,739.344,154
2014-03-29,740.375,154
2014-03-30,763.312,154
2014-03-31,769.625,154
2014-04-01,749.906,154
2014-04-02,729.375,154
2014-04-03,705.469,154
2014-04-04,680.031,154
2014-04-05,658.125,154
2014-04-06,637.844,154
2014-04-07,616.500,154
2014-04-08,596.969,154
2014-04-09,578.844,154
2014-04-10,562.406,154
2014-04-11,548.281,154
2014-04-12,536.312,154
2014-04-13,527.125,154
2014-04-14,521.375,154
2014-04-15,513.219,154
2014-04-16,502.719,154
2014-04-17,492.594,154
2014-04-18,483.688,154
2014-04-19,476.406,154
2014-04-20,471.312,154
2014-04-21,469.281,154
2014-04-22,467.969,154
2014-04-23,469.500,154
2014-04-24,471.906,154
2014-04-25,469.406,154
2014-04-26,463.531,154
2014-04-27,459.094,154
2014-04-28,456.531,154
2014-04-29,452.594,154
2014-04-30,447.938,154
2014-05-01,449.281,154
2014-05-02,458.969,154
2014-05-03,465.906,154
2014-05-04,462.750,154
2014-05-05,455.969,154
2014-05-06,454.094,154
2014-05-07,474.719,154
2014-05-08,489.594,154
2014-05-09,481.812,154
2014-05-10,471.812,154
2014-05-11,463.906,154
2014-05-12,456.625,154
2014-05-13,450.375,154
2014-05-14,452.500,154
2014-05-15,472.125,154
2014-05-16,508.719,154
2014-05-17,578.531,154
2014-05-18,669.375,154
2014-05-19,726.094,154
2014-05-20,738.125,154
2014-05-21,728.250,154
2014-05-22,708.219,154
2014-05-23,691.062,154
2014-05-24,691.344,154
2014-05-25,698.688,154
2014-05-26,726.250,154
2014-05-27,749.844,154
2014-05-28,746.531,154
2014-05-29,728.656,154
2014-05-30,705.062,154
2014-05-31,679.969,154
2014-06-01,671.344,154
2014-06-02,666.375,154
2014-06-03,653.406,154
2014-06-04,635.625,154
2014-06-05,618.719,154
2014-06-06,605.125,154
2014-06-07,598.406,154
2014-06-08,595.375,154
2014-06-09,605.750,154
2014-06-10,624.688,154
2014-06-11,656.438,154
2014-06-12,686.375,154
2014-06-13,693.812,154
2014-06-14,695.906,154
2014-06-15,699.156,154
2014-06-16,693.125,154
2014-06-17,672.938,154
2014-06-18,651.281,154
2014-06-19,631.281,154
2014-06-20,612.125,154
2014-06-21,595.156,154
2014-06-22,579.625,154
2014-06-23,565.688,154
2014-06-24,554.281,154
2014-06-25,544.719,154
2014-06-26,536.719,154
2014-06-27,532.156,154
2014-06-28,549.375,154
2014-06-29,582.438,154
2014-06-30,606.406,154
2014-07-01,614.188,154
2014-07-02,610.312,154
2014-07-03,599.031,154
2014-07-04,583.781,154
2014-07-05,568.438,154
2014-07-06,554.906,154
2014-07-07,555.969,154
2014-07-08,569.984,154
2014-07-09,580.781,154
2014-07-10,594.609,154
2014-07-11,603.297,154
2014-07-12,597.391,154
2014-07-13,583.266,154
2014-07-14,567.453,154
2014-07-15,553.750,154
2014-07-16,542.875,154
2014-07-17,535.500,154
2014-07-18,537.922,154
2014-07-19,544.672,154
2014-07-20,544.500,154
2014-07-21,538.812,154
2014-07-22,532.844,154
2014-07-23,528.547,154
2014-07-24,542.891,154
2014-07-25,568.562,154
2014-07-26,582.594,154
2014-07-27,579.734,154
2014-07-28,570.828,154
2014-07-29,562.172,154
2014-07-30,552.047,154
2014-07-31,544.109,154
2014-08-01,538.969,154
2014-08-02,535.281,154
2014-08-03,532.250,154
2014-08-04,529.391,154
2014-08-05,527.219,154
2014-08-06,525.250,154
2014-08-07,523.297,154
2014-08-08,521.328,154
2014-08-09,519.531,154
2014-08-10,517.688,154
2014-08-11,515.766,154
2014-08-12,513.750,154
2014-08-13,511.938,154
2014-08-14,511.609,154
2014-08-15,510.422,154
2014-08-16,508.688,154
2014-08-17,507.156,154
2014-08-18,505.609,154
2014-08-19,504.094,154
2014-08-20,502.625,154
2014-08-21,500.859,154
2014-08-22,499.141,154
2014-08-23,497.406,154
2014-08-24,495.438,154
2014-08-25,493.391,154
2014-08-26,491.734,154
2014-08-27,490.438,154
2014-08-28,489.078,154
2014-08-29,487.500,154
2014-08-30,485.547,154
2014-08-31,483.734,154
2014-09-01,481.938,154
2014-09-02,480.250,154
2014-09-03,478.359,154
2014-09-04,476.594,154
2014-09-05,474.891,154
2014-09-06,473.375,154
2014-09-07,471.656,154
2014-09-08,470.234,154
2014-09-09,469.047,154
2014-09-10,467.516,154
2014-09-11,465.977,154
2014-09-12,464.570,154
2014-09-13,463.289,154
2014-09-14,461.906,154
2014-09-15,460.453,154
2014-09-16,459.555,154
2014-09-17,458.742,154
2014-09-18,457.578,154
2014-09-19,456.383,154
2014-09-20,455.578,154
2014-09-21,454.461,154
2014-09-22,453.062,154
2014-09-23,451.609,154
2014-09-24,450.039,154
2014-09-25,449.398,154
2014-09-26,448.211,154
2014-09-27,447.086,154
2014-09-28,446.305,154
2014-09-29,445.547,154
2014-09-30,444.336,154
2014-10-01,442.891,154
2014-10-02,441.430,154
2014-10-03,440.062,154
2014-10-04,438.797,154
2014-10-05,437.328,154
2014-10-06,435.797,154
2014-10-07,437.000,154
2014-10-08,437.156,154
2014-10-09,435.547,154
2014-10-10,434.125,154
2014-10-11,433.000,154
2014-10-12,431.945,154
2014-10-13,430.695,154
2014-10-14,429.078,154
2014-10-15,427.391,154
2014-10-16,425.648,154
2014-10-17,423.695,154
2014-10-18,421.797,154
2014-10-19,420.016,154
2014-10-20,418.547,154
2014-10-21,417.180,154
2014-10-22,415.891,154
2014-10-23,414.727,154
2014-10-24,413.680,154
2014-10-25,412.742,154
2014-10-26,411.484,154
2014-10-27,410.367,154
2014-10-28,409.367,154
2014-10-29,407.961,154
2014-10-30,406.789,154
2014-10-31,405.570,154
2014-11-01,404.523,154
2014-11-02,403.695,154
2014-11-03,403.133,154
2014-11-04,402.836,154
2014-11-05,402.477,154
2014-11-06,402.172,154
2014-11-07,402.164,154
2014-11-08,402.180,154
2014-11-09,402.367,154
2014-11-10,401.742,154
2014-11-11,400.453,154
2014-11-12,399.344,154
2014-11-13,400.359,154
2014-11-14,399.547,154
2014-11-15,398.250,154
2014-11-16,396.531,154
2014-11-17,395.109,154
2014-11-18,393.969,154
2014-11-19,392.781,154
2014-11-20,391.766,154
2014-11-21,391.328,154
2014-11-22,391.500,154
2014-11-23,392.812,154
2014-11-24,393.422,154
2014-11-25,393.344,154
2014-11-26,394.609,154
2014-11-27,396.609,154
2014-11-28,397.250,154
2014-11-29,396.172,154
2014-11-30,395.297,154
2014-12-01,393.250,154
2014-12-02,391.844,154
2014-12-03,391.281,154
2014-12-04,389.344,154
2014-12-05,387.672,154
2014-12-06,385.922,154
2014-12-07,384.266,154
2014-12-08,382.984,154
2014-12-09,381.922,154
2014-12-10,381.172,154
2014-12-11,380.312,154
2014-12-12,379.688,154
2014-12-13,379.031,154
2014-12-14,378.844,154
2014-12-15,378.062,154
2014-12-16,377.047,154
2014-12-17,376.406,154
2014-12-18,377.266,154
2014-12-19,379.125,154
2014-12-20,381.875,154
2014-12-21,381.734,154
2014-12-22,381.250,154
2014-12-23,382.859,154
2014-12-24,383.781,154
2014-12-25,381.547,154
2014-12-26,379.094,154
2014-12-27,377.266,154
2014-12-28,375.953,154
2014-12-29,374.484,154
2014-12-30,372.922,154
2014-12-31,371.562,154
2015-01-01,370.203,154
2015-01-02,369.109,154
2015-01-03,368.312,154
2015-01-04,368.078,154
2015-01-05,367.594,154
2015-01-06,367.422,154
2015-01-07,366.938,154
2015-01-08,366.203,154
2015-01-09,365.062,154
2015-01-10,364.000,154
2015-01-11,362.891,154
2015-01-12,362.000,154
2015-01-13,361.266,154
2015-01-14,360.297,154
2015-01-15,359.453,154
2015-01-16,358.688,154
2015-01-17,357.859,154
2015-01-18,357.172,154
2015-01-19,356.469,154
2015-01-20,355.609,154
2015-01-21,354.828,154
2015-01-22,354.047,154
2015-01-23,353.328,154
2015-01-24,352.531,154
2015-01-25,351.984,154
2015-01-26,351.578,154
2015-01-27,351.938,154
2015-01-28,352.531,154
2015-01-29,354.094,154
2015-01-30,354.031,154
2015-01-31,353.656,154
2015-02-01,353.781,154
2015-02-02,352.938,154
2015-02-03,352.000,154
2015-02-04,351.250,154
2015-02-05,350.156,154
2015-02-06,349.250,154
2015-02-07,348.125,154
2015-02-08,347.094,154
2015-02-09,346.094,154
2015-02-10,345.031,154
2015-02-11,344.031,154
2015-02-12,342.938,154
2015-02-13,342.375,154
2015-02-14,341.500,154
2015-02-15,341.781,154
2015-02-16,342.906,154
2015-02-17,345.375,154
2015-02-18,351.594,154
2015-02-19,363.188,154
2015-02-20,371.000,154
2015-02-21,383.812,154
2015-02-22,398.750,154
2015-02-23,406.156,154
2015-02-24,408.062,154
2015-02-25,408.438,154
2015-02-26,405.312,154
2015-02-27,402.719,154
2015-02-28,401.656,154
2015-03-01,401.062,154
2015-03-02,401.438,154
2015-03-03,403.531,154
2015-03-04,408.031,154
2015-03-05,415.375,154
2015-03-06,428.188,154
2015-03-07,436.062,154
2015-03-08,440.125,154
2015-03-09,441.125,154
2015-03-10,445.500,154
2015-03-11,451.031,154
2015-03-12,447.906,154
2015-03-13,442.188,154
2015-03-14,438.094,154
2015-03-15,435.281,154
2015-03-16,431.719,154
2015-03-17,428.500,154
2015-03-18,425.062,154
2015-03-19,421.906,154
2015-03-20,418.656,154
2015-03-21,414.656,154
2015-03-22,410.219,154
2015-03-23,406.000,154
2015-03-24,401.750,154
2015-03-25,397.594,154
2015-03-26,394.219,154
2015-03-27,395.031,154
2015-03-28,403.938,154
2015-03-29,408.781,154
2015-03-30,403.906,154
2015-03-31,401.188,154
2015-04-01,408.281,154
2015-04-02,427.531,154
2015-04-03,442.969,154
2015-04-04,443.438,154
2015-04-05,442.656,154
2015-04-06,446.156,154
2015-04-07,452.031,154
2015-04-08,445.594,154
2015-04-09,438.406,154
2015-04-10,432.594,154
2015-04-11,431.000,154
2015-04-12,430.188,154
2015-04-13,427.156,154
2015-04-14,427.188,154
2015-04-15,426.188,154
2015-04-16,422.906,154
2015-04-17,423.656,154
2015-04-18,506.625,154
2015-04-19,1155.500,154
2015-04-20,1152.594,154
2015-04-21,937.250,154
2015-04-22,836.719,154
2015-04-23,758.031,154
2015-04-24,694.594,154
2015-04-25,642.688,154
2015-04-26,603.438,154
2015-04-27,572.000,154
2015-04-28,547.125,154
2015-04-29,528.062,154
2015-04-30,510.938,154
2015-05-01,495.531,154
2015-05-02,482.219,154
2015-05-03,471.062,154
2015-05-04,469.750,154
2015-05-05,494.094,154
2015-05-06,509.781,154
2015-05-07,495.312,154
2015-05-08,483.156,154
2015-05-09,472.344,154
2015-05-10,463.250,154
2015-05-11,461.844,154
2015-05-12,461.688,154
2015-05-13,456.906,154
2015-05-14,452.969,154
2015-05-15,449.906,154
2015-05-16,448.312,154
2015-05-17,451.375,154
2015-05-18,463.469,154
2015-05-19,475.969,154
2015-05-20,481.781,154
2015-05-21,482.312,154
2015-05-22,478.094,154
2015-05-23,482.781,154
2015-05-24,498.156,154
2015-05-25,510.125,154
2015-05-26,514.844,154
2015-05-27,516.969,154
2015-05-28,546.531,154
2015-05-29,597.531,154
2015-05-30,632.625,154
2015-05-31,650.031,154
2015-06-01,658.531,154
2015-06-02,655.219,154
2015-06-03,638.500,154
2015-06-04,619.156,154
2015-06-05,599.000,154
2015-06-06,580.812,154
2015-06-07,562.750,154
2015-06-08,546.469,154
2015-06-09,532.188,154
2015-06-10,519.969,154
2015-06-11,510.406,154
2015-06-12,504.469,154
2015-06-13,504.438,154
2015-06-14,504.406,154
2015-06-15,501.156,154
2015-06-16,497.688,154
2015-06-17,494.438,154
2015-06-18,491.312,154
2015-06-19,488.906,154
2015-06-20,486.969,154
2015-06-21,485.094,154
2015-06-22,482.688,154
2015-06-23,480.625,154
2015-06-24,478.344,154
2015-06-25,476.250,154
2015-06-26,474.188,154
2015-06-27,472.219,154
2015-06-28,470.031,154
2015-06-29,468.000,154
2015-06-30,466.312,154
2015-07-01,467.469,154
2015-07-02,470.875,154
2015-07-03,478.625,154
2015-07-04,495.562,154
2015-07-05,507.969,154
2015-07-06,507.375,154
2015-07-07,500.250,154
2015-07-08,503.906,154
2015-07-09,509.000,154
2015-07-10,503.828,154
2015-07-11,498.000,154
2015-07-12,495.062,154
2015-07-13,495.938,154
2015-07-14,494.375,154
2015-07-15,509.250,154
2015-07-16,538.422,154
2015-07-17,566.031,154
2015-07-18,579.125,154
2015-07-19,574.328,154
2015-07-20,560.359,154
2015-07-21,547.203,154
2015-07-22,536.266,154
2015-07-23,525.516,154
2015-07-24,516.766,154
2015-07-25,509.531,154
2015-07-26,502.844,154
2015-07-27,497.312,154
2015-07-28,492.922,154
2015-07-29,489.250,154
2015-07-30,486.266,154
2015-07-31,483.578,154
2015-08-01,481.156,154
2015-08-02,478.922,154
2015-08-03,476.812,154
2015-08-04,475.016,154
2015-08-05,473.141,154
2015-08-06,471.375,154
2015-08-07,469.453,154
2015-08-08,467.766,154
2015-08-09,466.016,154
2015-08-10,464.406,154
2015-08-11,463.156,154
2015-08-12,462.344,154
2015-08-13,461.375,154
2015-08-14,460.359,154
2015-08-15,459.281,154
2015-08-16,458.047,154
2015-08-17,456.750,154
2015-08-18,455.375,154
2015-08-19,455.984,154
2015-08-20,457.141,154
2015-08-21,457.109,154
2015-08-22,456.312,154
2015-08-23,455.016,154
2015-08-24,453.328,154
2015-08-25,451.750,154
2015-08-26,450.062,154
2015-08-27,448.531,154
2015-08-28,447.094,154
2015-08-29,445.922,154
2015-08-30,444.594,154
2015-08-31,442.984,154
2015-09-01,441.500,154
2015-09-02,440.078,154
2015-09-03,438.750,154
2015-09-04,437.516,154
2015-09-05,436.281,154
2015-09-06,435.031,154
2015-09-07,433.664,154
2015-09-08,432.531,154
2015-09-09,434.578,154
2015-09-10,435.094,154
2015-09-11,440.516,154
2015-09-12,448.984,154
2015-09-13,451.961,154
2015-09-14,448.211,154
2015-09-15,443.688,154
2015-09-16,440.078,154
2015-09-17,437.133,154
2015-09-18,434.906,154
2015-09-19,433.172,154
2015-09-20,431.555,154
2015-09-21,430.023,154
2015-09-22,428.445,154
2015-09-23,426.820,154
2015-09-24,425.352,154
2015-09-25,423.961,154
2015-09-26,423.211,154
2015-09-27,422.758,154
2015-09-28,424.133,154
2015-09-29,424.453,154
2015-09-30,424.062,154
2015-10-01,431.258,154
2015-10-02,437.719,154
2015-10-03,437.570,154
2015-10-04,450.227,154
2015-10-05,466.969,154
2015-10-06,472.266,154
2015-10-07,467.367,154
2015-10-08,457.727,154
2015-10-09,448.891,154
2015-10-10,449.445,154
2015-10-11,454.609,154
2015-10-12,455.633,154
2015-10-13,456.938,154
2015-10-14,456.680,154
2015-10-15,452.039,154
2015-10-16,446.406,154
2015-10-17,441.898,154
2015-10-18,438.469,154
2015-10-19,435.773,154
2015-10-20,433.492,154
2015-10-21,431.062,154
2015-10-22,429.109,154
2015-10-23,427.422,154
2015-10-24,425.969,154
2015-10-25,424.922,154
2015-10-26,424.047,154
2015-10-27,424.086,154
2015-10-28,434.844,154
2015-10-29,451.414,154
2015-10-30,457.625,154
2015-10-31,462.797,154
2015-11-01,473.672,154
2015-11-02,481.922,154
2015-11-03,484.070,154
2015-11-04,484.281,154
2015-11-05,496.484,154
2015-11-06,516.352,154
2015-11-07,521.352,154
2015-11-08,516.570,154
2015-11-09,518.789,154
2015-11-10,526.367,154
2015-11-11,527.469,154
2015-11-12,522.211,154
2015-11-13,512.633,154
2015-11-14,501.695,154
2015-11-15,491.484,154
2015-11-16,482.883,154
2015-11-17,475.555,154
2015-11-18,469.914,154
2015-11-19,466.188,154
2015-11-20,462.992,154
2015-11-21,463.320,154
2015-11-22,464.812,154
2015-11-23,463.453,154
2015-11-24,460.953,154
2015-11-25,458.422,154
2015-11-26,455.984,154
2015-11-27,456.602,154
2015-11-28,457.672,154
2015-11-29,461.977,154
2015-11-30,468.484,154
2015-12-01,469.867,154
2015-12-02,469.188,154
2015-12-03,499.672,154
2015-12-04,621.742,154
2015-12-05,811.938,154
2015-12-06,1007.562,154
2015-12-07,1115.859,154
2015-12-08,1135.078,154
2015-12-09,1113.094,154
2015-12-10,1089.586,154
2015-12-11,1085.742,154
2015-12-12,1082.188,154
2015-12-13,1076.898,154
2015-12-14,1068.023,154
2015-12-15,1045.891,154
2015-12-16,1039.992,154
2015-12-17,1041.211,154
2015-12-18,1033.984,154
2015-12-19,1012.414,154
2015-12-20,1030.086,154
2015-12-21,1051.344,154
2015-12-22,1041.992,154
2015-12-23,1018.008,154
2015-12-24,988.836,154
2015-12-25,964.438,154
2015-12-26,964.297,154
2015-12-27,978.062,154
2015-12-28,981.031,154
2015-12-29,971.547,154
2015-12-30,966.547,154
2015-12-31,955.695,154
2016-01-01,936.500,154
2016-01-02,926.391,154
2016-01-03,930.875,154
2016-01-04,941.156,154
2016-01-05,963.656,154
2016-01-06,1311.102,154
2016-01-07,1617.930,154
2016-01-08,1533.297,154
2016-01-09,1438.562,154
2016-01-10,1391.906,154
2016-01-11,1376.766,154
2016-01-12,1348.672,154
2016-01-13,1314.594,154
2016-01-14,1296.219,154
2016-01-15,1309.516,154
2016-01-16,1318.031,154
2016-01-17,1365.781,154
2016-01-18,1466.969,154
2016-01-19,1479.125,154
2016-01-20,1420.359,154
2016-01-21,1357.109,154
2016-01-22,1294.828,154
2016-01-23,1235.969,154
2016-01-24,1181.500,154
2016-01-25,1132.641,154
2016-01-26,1088.188,154
2016-01-27,1052.328,154
2016-01-28,1032.188,154
2016-01-29,1012.000,154
2016-01-30,988.859,154
2016-01-31,1006.000,154
2016-02-01,1340.125,154
2016-02-02,1648.297,154
2016-02-03,1811.625,154
2016-02-04,1906.719,154
2016-02-05,1975.359,154
2016-02-06,2011.281,154
2016-02-07,2024.594,154
2016-02-08,2010.766,154
2016-02-09,1958.891,154
2016-02-10,1895.047,154
2016-02-11,1839.125,154
2016-02-12,1778.578,154
2016-02-13,1705.797,154
2016-02-14,1628.203,154
2016-02-15,1552.297,154
2016-02-16,1481.531,154
2016-02-17,1420.656,154
2016-02-18,1363.766,154
2016-02-19,1308.750,154
2016-02-20,1257.859,154
2016-02-21,1221.766,154
2016-02-22,1212.859,154
2016-02-23,1213.906,154
2016-02-24,1212.438,154
2016-02-25,1229.828,154
2016-02-26,1258.859,154
2016-02-27,1253.969,154
2016-02-28,1272.109,154
2016-02-29,1326.656,154
2016-03-01,1359.797,154
2016-03-02,1365.016,154
2016-03-03,1383.781,154
2016-03-04,1383.578,154
2016-03-05,1369.969,154
2016-03-06,1358.734,154
2016-03-07,1342.609,154
2016-03-08,1318.281,154
2016-03-09,1289.625,154
2016-03-10,1311.250,154
2016-03-11,1345.609,154
2016-03-12,1333.016,154
2016-03-13,1295.844,154
2016-03-14,1255.062,154
2016-03-15,1213.625,154
2016-03-16,1176.062,154
2016-03-17,1143.219,154
2016-03-18,1112.875,154
2016-03-19,1083.469,154
2016-03-20,1070.312,154
2016-03-21,1066.625,154
2016-03-22,1055.094,154
2016-03-23,1039.375,154
2016-03-24,1197.906,154
2016-03-25,1498.344,154
2016-03-26,1527.531,154
2016-03-27,1476.031,154
2016-03-28,1395.844,154
2016-03-29,1314.094,154
2016-03-30,1243.062,154
2016-03-31,1186.594,154
2016-04-01,1138.312,154
2016-04-02,1096.125,154
2016-04-03,1060.188,154
2016-04-04,1029.531,154
2016-04-05,1003.594,154
2016-04-06,982.375,154
2016-04-07,962.750,154
2016-04-08,944.844,154
2016-04-09,928.406,154
2016-04-10,915.094,154
2016-04-11,916.188,154
2016-04-12,939.438,154
2016-04-13,954.062,154
2016-04-14,948.312,154
2016-04-15,944.719,154
2016-04-16,934.688,154
2016-04-17,918.625,154
2016-04-18,904.719,154
2016-04-19,892.719,154
2016-04-20,881.781,154
2016-04-21,872.906,154
2016-04-22,864.938,154
2016-04-23,863.438,154
2016-04-24,862.625,154
2016-04-25,856.312,154
2016-04-26,859.906,154
2016-04-27,869.250,154
2016-04-28,867.844,154
2016-04-29,859.062,154
2016-04-30,851.312,154
2016-05-01,845.000,154
2016-05-02,838.781,154
2016-05-03,833.250,154
2016-05-04,827.750,154
2016-05-05,822.656,154
2016-05-06,818.125,154
2016-05-07,823.125,154
2016-05-08,845.875,154
2016-05-09,862.750,154
2016-05-10,891.938,154
2016-05-11,968.094,154
2016-05-12,1019.156,154
2016-05-13,1025.969,154
2016-05-14,1011.469,154
2016-05-15,987.781,154
2016-05-16,966.656,154
2016-05-17,951.062,154
2016-05-18,931.969,154
2016-05-19,911.000,154
2016-05-20,891.969,154
2016-05-21,881.562,154
2016-05-22,875.281,154
2016-05-23,864.000,154
2016-05-24,851.438,154
2016-05-25,840.219,154
2016-05-26,830.719,154
2016-05-27,838.500,154
2016-05-28,864.625,154
2016-05-29,899.156,154
2016-05-30,923.250,154
2016-05-31,929.531,154
2016-06-01,923.312,154
2016-06-02,910.094,154
2016-06-03,894.656,154
2016-06-04,877.312,154
2016-06-05,865.000,154
2016-06-06,858.188,154
2016-06-07,853.312,154
2016-06-08,846.844,154
2016-06-09,838.531,154
2016-06-10,831.188,154
2016-06-11,823.531,154
2016-06-12,817.312,154
2016-06-13,812.125,154
2016-06-14,807.469,154
